incident_number,short_description,category,subcategory,priority,state,opened_at,resolved_at,closed_at,assigned_to,assignment_group,opened_by,contact_type,sla_breach,satisfaction_score
INC1003966,Network Connectivity - User request,Network Connectivity,VPN,P4 - Low,Closed,2024-01-17 02:41:07,2024-01-18 18:12:00,2024-01-18 20:11:00,john.smith,Service Desk L2,Jack.Davis,Self-Service Portal,false,3.2
INC1003967,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-08 07:09:20,2024-01-08 09:21:44,2024-01-08 10:33:44,john.smith,Service Desk L1,Karen.Upton,Phone,false,4.7
INC1003968,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Closed,2024-01-11 14:59:24,2024-01-11 16:39:54,2024-01-11 17:13:54,lisa.taylor,Service Desk L1,Eve.Davis,Self-Service Portal,false,
INC1003969,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-09 07:17:42,2024-01-09 10:21:59,2024-01-09 11:38:59,mike.wilson,Service Desk L1,David.Anderson,Email,false,5.0
INC1003970,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P4 - Low,Closed,2024-01-25 10:28:20,2024-01-28 04:22:39,2024-01-28 05:01:39,james.harris,Service Desk L2,Carol.Vance,Phone,false,
INC1003971,Other - User request,Other,General,P2 - High,Closed,2024-01-24 09:33:40,2024-01-24 15:08:04,2024-01-24 16:23:04,anna.clark,Hardware Team,Zara.Lopez,Self-Service Portal,true,1.0
INC1003972,Hardware Issue - User request,Hardware Issue,Laptop,P1 - Critical,Pending,2024-01-13 07:57:21,,,john.smith,Hardware Team,Xander.Xu,Email,false,
INC1003973,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-03 12:29:42,2024-01-03 13:11:11,2024-01-03 13:54:11,anna.clark,Hardware Team,Wendy.Garcia,Phone,false,3.7
INC1003974,Network Connectivity - User request,Network Connectivity,VPN,P3 - Medium,Pending,2024-01-03 08:28:13,,,james.harris,Service Desk L1,Sam.Hall,Email,false,
INC1003975,System Performance - User request,System Performance,General,P3 - Medium,Reopened,2024-01-01 06:26:12,2024-01-02 11:11:25,,john.smith,Security Team,Carol.Chen,Phone,false,
INC1003976,Other - User request,Other,General,P4 - Low,Closed,2024-01-26 09:09:52,2024-01-29 11:54:38,2024-01-29 13:03:38,mike.wilson,Network Team,David.Anderson,Phone,true,
INC1003977,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-18 10:40:00,2024-01-18 23:19:55,2024-01-19 00:01:55,mike.wilson,Service Desk L1,Uma.Upton,Email,false,
INC1003978,Security Alert - User request,Security Alert,General,P4 - Low,Reopened,2024-01-11 10:31:02,2024-01-15 11:05:26,,john.smith,Service Desk L1,Carol.Johnson,Phone,false,
INC1003979,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-12 09:12:56,2024-01-13 15:28:22,2024-01-13 16:39:22,robert.lewis,Service Desk L1,Eve.Garcia,Email,true,1.3
INC1003980,Other - User request,Other,General,P2 - High,Closed,2024-01-16 13:44:05,2024-01-16 15:47:18,2024-01-16 16:10:18,emma.white,Service Desk L1,Maria.Park,Chat,false,
INC1003981,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P3 - Medium,Closed,2024-01-11 09:43:51,2024-01-12 10:55:40,2024-01-12 12:40:40,mike.wilson,Service Desk L1,Jack.Garcia,Walk-in,true,2.4
INC1003982,Account Unlock - User request,Account Unlock,General,P4 - Low,Closed,2024-01-15 14:23:20,2024-01-17 18:22:22,2024-01-17 19:25:22,james.harris,Service Desk L2,Nathan.Garcia,Phone,false,2.1
INC1003983,Email / Outlook - User request,Email / Outlook,Configuration,P3 - Medium,Closed,2024-01-24 12:23:17,2024-01-24 18:23:07,2024-01-24 18:56:07,james.harris,Service Desk L2,Uma.Ingram,Email,false,4.4
INC1003984,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Closed,2024-01-02 15:24:05,2024-01-02 18:34:48,2024-01-02 20:34:48,david.brown,Network Team,Leo.Xu,Phone,false,
INC1003985,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-08 17:34:52,2024-01-09 09:43:19,2024-01-09 11:12:19,david.brown,Service Desk L1,Eve.Baker,Chat,false,3.2
INC1003986,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Closed,2024-01-08 13:56:08,2024-01-09 01:30:21,2024-01-09 02:34:21,david.brown,Hardware Team,Maria.Scott,Phone,false,3.6
INC1003987,Other - User request,Other,General,P3 - Medium,Closed,2024-01-22 13:26:08,2024-01-22 16:41:43,2024-01-22 17:37:43,mike.wilson,Service Desk L2,Olivia.Chen,Email,false,
INC1003988,Network Connectivity - User request,Network Connectivity,Firewall,P3 - Medium,Closed,2024-01-11 16:57:36,2024-01-12 02:46:53,2024-01-12 03:33:53,anna.clark,Service Desk L2,Maria.Lopez,Email,false,4.4
INC1003989,VPN Access - User request,VPN Access,General,P2 - High,Closed,2024-01-01 11:39:24,2024-01-01 12:31:22,2024-01-01 13:50:22,john.smith,Service Desk L2,Quinn.Zhang,Email,false,3.8
INC1003990,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-08 16:07:00,2024-01-09 13:03:59,2024-01-09 13:55:59,mike.wilson,Service Desk L1,Quinn.Scott,Email,false,2.8
INC1003991,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-23 12:02:53,2024-01-24 01:49:53,2024-01-24 03:42:53,mike.wilson,Service Desk L1,Frank.Hall,Self-Service Portal,false,3.8
INC1003992,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-11 15:54:17,2024-01-11 19:31:01,2024-01-11 21:09:01,sarah.jones,Service Desk L1,Grace.Nelson,Email,false,
INC1003993,Other - User request,Other,General,P3 - Medium,Closed,2024-01-07 09:53:08,2024-01-08 04:07:44,2024-01-08 05:31:44,robert.lewis,Service Desk L1,Frank.Quinn,Chat,false,3.3
INC1003994,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P4 - Low,Closed,2024-01-03 12:02:54,2024-01-04 20:31:49,2024-01-04 22:26:49,mike.wilson,Service Desk L1,Rachel.Park,Email,false,4.0
INC1003995,Other - User request,Other,General,P3 - Medium,Closed,2024-01-11 16:32:21,2024-01-12 12:29:17,2024-01-12 13:45:17,david.brown,Security Team,Jack.Johnson,Chat,false,2.1
INC1003996,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-22 09:17:19,2024-01-22 09:55:06,2024-01-22 10:49:06,lisa.taylor,Network Team,Olivia.Garcia,Phone,false,5.0
INC1003997,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-11 12:04:32,2024-01-11 18:44:53,2024-01-11 19:16:53,john.smith,Service Desk L1,Bob.Foster,Chat,false,4.1
INC1003998,Email / Outlook - User request,Email / Outlook,Calendar issue,P2 - High,Closed,2024-01-22 11:43:13,2024-01-22 13:14:46,2024-01-22 15:06:46,mike.wilson,Service Desk L1,Sam.O'Brien,Self-Service Portal,false,
INC1003999,Other - User request,Other,General,P3 - Medium,Closed,2024-01-03 14:48:35,2024-01-04 23:15:49,2024-01-05 01:08:49,lisa.taylor,Service Desk L2,Uma.Anderson,Self-Service Portal,true,1.4
INC1004000,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-03 09:40:58,2024-01-03 21:29:41,2024-01-03 22:50:41,robert.lewis,Service Desk L2,Xander.O'Brien,Self-Service Portal,true,
INC1004001,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-22 12:50:14,2024-01-22 13:27:19,2024-01-22 15:03:19,john.smith,Hardware Team,Sam.Ingram,Self-Service Portal,false,4.9
INC1004002,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-09 17:09:00,2024-01-10 17:59:26,2024-01-10 18:50:26,mike.wilson,Service Desk L1,Carol.Walsh,Walk-in,false,
INC1004003,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P2 - High,Closed,2024-01-22 08:28:35,2024-01-22 10:40:23,2024-01-22 11:04:23,mike.wilson,Service Desk L1,Olivia.Kim,Email,false,
INC1004004,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-03 11:41:59,2024-01-03 16:27:43,2024-01-03 16:55:43,david.brown,Security Team,Alice.Young,Self-Service Portal,false,4.3
INC1004005,Software Installation - User request,Software Installation,Microsoft Office,P1 - Critical,Closed,2024-01-26 14:40:53,2024-01-26 15:01:32,2024-01-26 15:50:32,john.smith,Service Desk L1,Grace.Kim,Walk-in,false,
INC1004006,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-15 10:37:43,2024-01-15 20:13:05,2024-01-15 20:42:05,james.harris,Network Team,Leo.Martin,Phone,false,
INC1004007,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-22 11:31:30,2024-01-22 14:21:25,2024-01-22 16:00:25,robert.lewis,Service Desk L2,Carol.Vance,Self-Service Portal,false,5.0
INC1004008,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-03 20:00:40,2024-01-04 15:16:38,2024-01-04 16:21:38,sarah.jones,Service Desk L1,Rachel.Quinn,Self-Service Portal,false,4.2
INC1004009,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-22 16:55:02,2024-01-23 04:52:49,2024-01-23 06:19:49,mike.wilson,Service Desk L1,Eve.Walsh,Phone,false,
INC1004010,Password Reset - User request,Password Reset,Application Password,P4 - Low,Reopened,2024-01-18 13:32:34,2024-01-18 18:09:37,,anna.clark,Service Desk L1,Nathan.Park,Self-Service Portal,false,
INC1004011,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-15 20:58:23,2024-01-16 07:20:14,2024-01-16 08:16:14,emma.white,Service Desk L1,Eve.Anderson,Self-Service Portal,false,4.0
INC1004012,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-18 08:21:25,2024-01-18 16:34:07,2024-01-18 17:03:07,robert.lewis,Service Desk L1,Jack.Hall,Phone,false,
INC1004013,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Pending,2024-01-10 09:12:55,,,sarah.jones,Service Desk L1,Zara.Chen,Chat,false,
INC1004014,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-19 06:35:14,2024-01-19 16:45:38,2024-01-19 17:20:38,david.brown,Service Desk L2,Henry.Xu,Chat,false,
INC1004015,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-15 07:32:01,2024-01-16 12:00:24,2024-01-16 13:49:24,james.harris,Service Desk L1,Xander.Ingram,Email,false,4.3
INC1004016,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-22 15:05:28,2024-01-22 19:38:10,2024-01-22 21:25:10,john.smith,Service Desk L2,Leo.Vance,Email,false,4.4
INC1004017,Email / Outlook - User request,Email / Outlook,Mailbox full,P3 - Medium,Closed,2024-01-02 14:41:50,2024-01-03 09:21:08,2024-01-03 11:18:08,john.smith,Hardware Team,Iris.Walsh,Self-Service Portal,false,
INC1004018,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-18 08:56:31,2024-01-18 15:34:57,2024-01-18 16:50:57,john.smith,Service Desk L1,Leo.Zhang,Email,false,4.3
INC1004019,VPN Access - User request,VPN Access,General,P2 - High,Closed,2024-01-24 05:14:40,2024-01-24 06:43:37,2024-01-24 07:07:37,mike.wilson,Security Team,Wendy.Garcia,Phone,false,4.8
INC1004020,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-26 15:03:44,2024-01-26 15:44:26,2024-01-26 17:44:26,james.harris,Service Desk L1,Peter.Baker,Self-Service Portal,false,
INC1004021,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-16 08:36:30,2024-01-16 12:59:39,2024-01-16 14:08:39,mike.wilson,Network Team,Jack.Hall,Phone,false,5.0
INC1004022,VPN Access - User request,VPN Access,General,P2 - High,Closed,2024-01-09 09:38:30,2024-01-09 10:30:25,2024-01-09 11:31:25,emma.white,Service Desk L2,Rachel.Thomas,Email,false,5.0
INC1004023,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-27 07:09:45,2024-01-27 09:03:54,2024-01-27 10:45:54,david.brown,Network Team,Uma.Nelson,Phone,false,4.0
INC1004024,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Closed,2024-01-22 11:35:01,2024-01-23 00:15:58,2024-01-23 00:51:58,james.harris,Service Desk L1,Rachel.Lopez,Self-Service Portal,false,3.9
INC1004025,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-08 12:32:16,2024-01-08 13:53:49,2024-01-08 15:19:49,sarah.jones,Service Desk L2,Yuki.Thomas,Phone,false,5.0
INC1004026,Other - User request,Other,General,P3 - Medium,Closed,2024-01-18 14:55:20,2024-01-18 18:08:17,2024-01-18 18:53:17,john.smith,Security Team,Wendy.Zhang,Self-Service Portal,false,4.4
INC1004027,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-10 12:32:08,2024-01-10 21:59:05,2024-01-10 22:27:05,sarah.jones,Service Desk L2,Olivia.Vance,Chat,false,4.2
INC1004028,Other - User request,Other,General,P3 - Medium,Closed,2024-01-14 16:45:16,2024-01-14 23:42:10,2024-01-15 01:30:10,james.harris,Service Desk L1,Iris.Park,Chat,false,
INC1004029,Printer Issue - User request,Printer Issue,General,P3 - Medium,Closed,2024-01-26 13:47:31,2024-01-26 22:05:38,2024-01-26 23:26:38,anna.clark,Service Desk L1,Bob.Hall,Email,false,
INC1004030,Printer Issue - User request,Printer Issue,General,P4 - Low,Closed,2024-01-18 09:40:37,2024-01-19 11:14:35,2024-01-19 12:28:35,sarah.jones,Service Desk L1,Iris.Scott,Self-Service Portal,false,5.0
INC1004031,Other - User request,Other,General,P3 - Medium,Closed,2024-01-02 14:47:34,2024-01-03 04:48:32,2024-01-03 06:22:32,mike.wilson,Service Desk L2,Uma.Anderson,Email,false,
INC1004032,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Open,2024-01-16 08:55:47,,,robert.lewis,Service Desk L1,Jack.Lopez,Self-Service Portal,false,
INC1004033,Email / Outlook - User request,Email / Outlook,Mailbox full,P3 - Medium,Closed,2024-01-02 00:01:06,2024-01-02 03:23:06,2024-01-02 05:17:06,emma.white,Service Desk L1,David.Anderson,Email,false,
INC1004034,Other - User request,Other,General,P3 - Medium,Closed,2024-01-24 08:01:42,2024-01-24 11:10:17,2024-01-24 12:32:17,sarah.jones,Security Team,Sam.Roberts,Email,false,4.0
INC1004035,System Performance - User request,System Performance,General,P2 - High,Closed,2024-01-10 11:04:55,2024-01-10 11:58:50,2024-01-10 13:18:50,david.brown,Service Desk L2,Quinn.Nelson,Phone,false,
INC1004036,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-24 12:21:35,2024-01-24 14:43:22,2024-01-24 15:10:22,mike.wilson,Service Desk L2,Jack.Quinn,Email,false,5.0
INC1004037,Other - User request,Other,General,P3 - Medium,Closed,2024-01-12 16:32:21,2024-01-13 22:51:59,2024-01-14 00:34:59,lisa.taylor,Service Desk L1,Wendy.Nelson,Phone,true,1.0
INC1004038,Printer Issue - User request,Printer Issue,General,P4 - Low,Closed,2024-01-27 07:15:17,2024-01-30 05:11:38,2024-01-30 06:38:38,sarah.jones,Service Desk L1,Xander.Lopez,Chat,false,
INC1004039,Account Unlock - User request,Account Unlock,General,P4 - Low,Closed,2024-01-17 18:35:07,2024-01-17 21:58:50,2024-01-17 23:39:50,emma.white,Service Desk L1,Maria.Zhang,Phone,false,3.6
INC1004040,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-01 02:23:23,2024-01-01 02:47:26,2024-01-01 03:24:26,sarah.jones,Service Desk L1,Alice.Scott,Self-Service Portal,false,3.9
INC1004041,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-23 10:03:41,2024-01-26 09:15:37,2024-01-26 09:59:37,sarah.jones,Service Desk L2,David.Baker,Phone,true,1.0
INC1004042,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-26 17:46:34,2024-01-26 21:12:45,2024-01-26 21:36:45,lisa.taylor,Service Desk L1,Wendy.Ingram,Phone,false,4.1
INC1004043,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-22 07:11:55,2024-01-23 04:36:01,2024-01-23 06:07:01,robert.lewis,Network Team,Iris.Kim,Phone,false,
INC1004044,System Performance - User request,System Performance,General,P4 - Low,Closed,2024-01-18 10:22:26,2024-01-20 18:19:28,2024-01-20 18:57:28,robert.lewis,Security Team,Eve.Anderson,Self-Service Portal,false,2.1
INC1004045,Hardware Issue - User request,Hardware Issue,Docking Station,P4 - Low,Closed,2024-01-15 13:06:28,2024-01-16 00:20:01,2024-01-16 02:03:01,john.smith,Service Desk L1,Wendy.Baker,Self-Service Portal,false,
INC1004046,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-10 14:32:26,2024-01-10 15:58:10,2024-01-10 17:48:10,david.brown,Security Team,Xander.Foster,Phone,false,3.9
INC1004047,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-01 13:58:44,2024-01-02 11:42:37,2024-01-02 11:57:37,robert.lewis,Hardware Team,Yuki.Kim,Chat,false,4.7
INC1004048,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-19 07:47:47,2024-01-20 06:27:16,2024-01-20 07:49:16,robert.lewis,Service Desk L2,Maria.Martin,Chat,false,2.7
INC1004049,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-01 07:21:16,2024-01-01 09:21:27,2024-01-01 11:07:27,mike.wilson,Service Desk L1,Wendy.Vance,Email,false,4.2
INC1004050,Other - User request,Other,General,P3 - Medium,Closed,2024-01-08 14:03:04,2024-01-09 03:32:14,2024-01-09 04:24:14,mike.wilson,Service Desk L1,Uma.Martin,Email,false,4.5
INC1004051,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-23 12:54:22,2024-01-24 02:15:24,2024-01-24 03:42:24,sarah.jones,Service Desk L1,Leo.Davis,Chat,false,3.0
INC1004052,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-08 09:33:37,2024-01-08 17:45:36,2024-01-08 18:08:36,robert.lewis,Service Desk L1,Henry.Lopez,Email,false,2.6
INC1004053,Hardware Issue - User request,Hardware Issue,Monitor,P2 - High,Closed,2024-01-05 10:41:34,2024-01-05 19:00:56,2024-01-05 20:47:56,james.harris,Service Desk L1,David.Upton,Phone,true,
INC1004054,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-02 09:28:37,2024-01-02 17:08:30,2024-01-02 18:24:30,sarah.jones,Service Desk L1,David.Young,Email,false,3.6
INC1004055,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-25 02:14:37,2024-01-25 09:15:53,2024-01-25 10:08:53,mike.wilson,Hardware Team,Leo.Upton,Phone,false,3.7
INC1004056,Hardware Issue - User request,Hardware Issue,Monitor,P2 - High,Closed,2024-01-15 13:23:22,2024-01-15 22:34:24,2024-01-15 22:54:24,robert.lewis,Service Desk L1,Sam.Walsh,Phone,true,
INC1004057,System Performance - User request,System Performance,General,P4 - Low,Closed,2024-01-16 08:28:39,2024-01-17 11:31:43,2024-01-17 12:51:43,sarah.jones,Service Desk L1,Jack.Roberts,Email,false,
INC1004058,Network Connectivity - User request,Network Connectivity,Firewall,P4 - Low,Closed,2024-01-01 18:37:21,2024-01-03 14:21:37,2024-01-03 15:43:37,robert.lewis,Network Team,Wendy.Davis,Self-Service Portal,false,3.0
INC1004059,Network Connectivity - User request,Network Connectivity,VPN,P3 - Medium,Closed,2024-01-23 08:05:11,2024-01-23 12:31:29,2024-01-23 13:41:29,sarah.jones,Service Desk L2,Henry.Davis,Phone,false,4.3
